refmet_name,formula
PIM1 36:2,C51H93O18P
PIM1 36:3,C51H91O18P
PIM1 36:4,C51H89O18P
PIM1 36:5,C51H87O18P
PIM1 36:6,C51H85O18P
PIM1 36:7,C51H83O18P
PIM1 36:8,C51H81O18P
PIM1 36:9,C51H79O18P
PIM1 37:0,C52H99O18P
PIM1 37:1,C52H97O18P
PIM1 37:10,C52H79O18P
PIM1 37:2,C52H95O18P
PIM1 37:3,C52H93O18P
PIM1 37:4,C52H91O18P
PIM1 37:5,C52H89O18P
PIM1 37:6,C52H87O18P
PIM1 37:7,C52H85O18P
PIM1 37:8,C52H83O18P
PIM1 37:9,C52H81O18P
PIM1 38:0,C53H101O18P
PIM1 38:1,C53H99O18P
PIM1 38:10,C53H81O18P
PIM1 38:2,C53H97O18P
PIM1 38:3,C53H95O18P
PIM1 38:4,C53H93O18P
PIM1 38:5,C53H91O18P
PIM1 38:6,C53H89O18P
PIM1 38:7,C53H87O18P
PIM1 38:8,C53H85O18P
PIM1 38:9,C53H83O18P
PIM1 39:0,C54H103O18P
PIM1 39:1,C54H101O18P
PIM1 39:10,C54H83O18P
PIM1 39:2,C54H99O18P
PIM1 39:3,C54H97O18P
PIM1 39:4,C54H95O18P
PIM1 39:5,C54H93O18P
PIM1 39:6,C54H91O18P
PIM1 39:7,C54H89O18P
PIM1 39:8,C54H87O18P
PIM1 39:9,C54H85O18P
PIM1 40:0,C55H105O18P
PIM1 40:1,C55H103O18P
PIM1 40:10,C55H85O18P
PIM1 40:2,C55H101O18P
PIM1 40:3,C55H99O18P
PIM1 40:4,C55H97O18P
PIM1 40:5,C55H95O18P
PIM1 40:6,C55H93O18P
PIM1 40:7,C55H91O18P
PIM1 40:8,C55H89O18P
PIM1 40:9,C55H87O18P
PIM2 28:0,C49H91O23P
PIM2 28:1,C49H89O23P
PIM2 28:2,C49H87O23P
PIM2 28:3,C49H85O23P
PIM2 28:4,C49H83O23P
PIM2 28:5,C49H81O23P
PIM2 28:6,C49H79O23P
PIM2 28:7,C49H77O23P
PIM2 28:8,C49H75O23P
PIM2 29:0,C50H93O23P
PIM2 29:1,C50H91O23P
PIM2 29:2,C50H89O23P
PIM2 29:3,C50H87O23P
PIM2 29:4,C50H85O23P
PIM2 29:5,C50H83O23P
PIM2 29:6,C50H81O23P
PIM2 29:7,C50H79O23P
PIM2 29:8,C50H77O23P
PIM2 30:0,C51H95O23P
PIM2 30:1,C51H93O23P
PIM2 30:2,C51H91O23P
PIM2 30:3,C51H89O23P
PIM2 30:4,C51H87O23P
PIM2 30:5,C51H85O23P
PIM2 30:6,C51H83O23P
PIM2 30:7,C51H81O23P
PIM2 30:8,C51H79O23P
PIM2 31:0,C52H97O23P
PIM2 31:1,C52H95O23P
PIM2 31:2,C52H93O23P
PIM2 31:3,C52H91O23P
PIM2 31:4,C52H89O23P
PIM2 31:5,C52H87O23P
PIM2 31:6,C52H85O23P
PIM2 31:7,C52H83O23P
PIM2 31:8,C52H81O23P
PIM2 32:0,C53H99O23P
PIM2 32:1,C53H97O23P
PIM2 32:2,C53H95O23P
PIM2 32:3,C53H93O23P
PIM2 32:4,C53H91O23P
PIM2 32:5,C53H89O23P
PIM2 32:6,C53H87O23P
PIM2 32:7,C53H85O23P
PIM2 32:8,C53H83O23P
PIM2 32:9,C53H81O23P
PIM2 33:0,C54H101O23P
PIM2 33:1,C54H99O23P
PIM2 33:2,C54H97O23P
PIM2 33:3,C54H95O23P
PIM2 33:4,C54H93O23P
PIM2 33:5,C54H91O23P
PIM2 33:6,C54H89O23P
PIM2 33:7,C54H87O23P
PIM2 33:8,C54H85O23P
PIM2 33:9,C54H83O23P
PIM2 34:0,C55H103O23P
PIM2 34:1,C55H101O23P
PIM2 34:2,C55H99O23P
PIM2 34:3,C55H97O23P
PIM2 34:4,C55H95O23P
PIM2 34:5,C55H93O23P
PIM2 34:6,C55H91O23P
PIM2 34:7,C55H89O23P
PIM2 34:8,C55H87O23P
PIM2 34:9,C55H85O23P
PIM2 35:0,C56H105O23P
PIM2 35:1,C56H103O23P
PIM2 35:2,C56H101O23P
PIM2 35:3,C56H99O23P
PIM2 35:4,C56H97O23P
PIM2 35:5,C56H95O23P
PIM2 35:6,C56H93O23P
PIM2 35:7,C56H91O23P
PIM2 35:8,C56H89O23P
PIM2 35:9,C56H87O23P
PIM2 36:0,C57H107O23P
PIM2 36:1,C57H105O23P
PIM2 36:10,C57H87O23P
PIM2 36:2,C57H103O23P
PIM2 36:3,C57H101O23P
PIM2 36:4,C57H99O23P
PIM2 36:5,C57H97O23P
PIM2 36:6,C57H95O23P
PIM2 36:7,C57H93O23P
PIM2 36:8,C57H91O23P
PIM2 36:9,C57H89O23P
PIM2 37:0,C58H109O23P
PIM2 37:1,C58H107O23P
PIM2 37:10,C58H89O23P
PIM2 37:2,C58H105O23P
PIM2 37:3,C58H103O23P
PIM2 37:4,C58H101O23P
PIM2 37:5,C58H99O23P
PIM2 37:6,C58H97O23P
PIM2 37:7,C58H95O23P
PIM2 37:8,C58H93O23P
PIM2 37:9,C58H91O23P
PIM2 38:0,C59H111O23P
PIM2 38:1,C59H109O23P
PIM2 38:10,C59H91O23P
PIM2 38:2,C59H107O23P
PIM2 38:3,C59H105O23P
PIM2 38:4,C59H103O23P
PIM2 38:5,C59H101O23P
PIM2 38:6,C59H99O23P
PIM2 38:7,C59H97O23P
PIM2 38:8,C59H95O23P
PIM2 38:9,C59H93O23P
PIM2 39:0,C60H113O23P
PIM2 39:1,C60H111O23P
PIM2 39:10,C60H93O23P
PIM2 39:2,C60H109O23P
PIM2 39:3,C60H107O23P
PIM2 39:4,C60H105O23P
PIM2 39:5,C60H103O23P
PIM2 39:6,C60H101O23P
PIM2 39:7,C60H99O23P
PIM2 39:8,C60H97O23P
PIM2 39:9,C60H95O23P
PIM2 40:0,C61H115O23P
PIM2 40:1,C61H113O23P
PIM2 40:10,C61H95O23P
PIM2 40:2,C61H111O23P
PIM2 40:3,C61H109O23P
PIM2 40:4,C61H107O23P
PIM2 40:5,C61H105O23P
PIM2 40:6,C61H103O23P
PIM2 40:7,C61H101O23P
PIM2 40:8,C61H99O23P
PIM2 40:9,C61H97O23P
LPIP 10:0,C19H38O15P2
LPIP 11:0,C20H40O15P2
LPIP 12:0,C21H42O15P2
LPIP 13:0,C22H44O15P2
LPIP 14:0,C23H46O15P2
LPIP 14:1,C23H44O15P2
LPIP 15:0,C24H48O15P2
LPIP 15:1,C24H46O15P2
LPIP 16:0,C25H50O15P2
LPIP 16:1,C25H48O15P2
LPIP 17:0,C26H52O15P2
LPIP 17:1,C26H50O15P2
LPIP 17:2,C26H48O15P2
LPIP 18:0,C27H54O15P2
LPIP 18:1,C27H52O15P2
LPIP 18:2,C27H50O15P2
LPIP 18:3,C27H48O15P2
LPIP 18:4,C27H46O15P2
LPIP 19:0,C28H56O15P2
LPIP 20:0,C29H58O15P2
LPIP 20:1,C29H56O15P2
LPIP 20:2,C29H54O15P2
LPIP 20:3,C29H52O15P2
LPIP 20:4,C29H50O15P2
LPIP 20:5,C29H48O15P2
LPIP 21:0,C30H60O15P2
LPIP 22:0,C31H62O15P2
LPIP 22:1,C31H60O15P2
LPIP 22:2,C31H58O15P2
LPIP 22:4,C31H54O15P2
LPIP 22:5,C31H52O15P2
LPIP 22:6,C31H50O15P2
LPIP 23:0,C32H64O15P2
LPIP 24:0,C33H66O15P2
LPIP 24:1,C33H64O15P2
LPIP 24:4,C33H58O15P2
LPIP 25:0,C34H68O15P2
LPIP 26:0,C35H70O15P2
LPIP 26:1,C35H68O15P2
LPIP 26:2,C35H66O15P2
LPIP 27:0,C36H72O15P2
LPIP 28:0,C37H74O15P2
LPIP 29:0,C38H76O15P2
LPIP O-14:0,C23H48O14P2
LPIP O-16:0,C25H52O14P2
LPIP O-16:1,C25H50O14P2
LPIP O-18:0,C27H56O14P2
LPIP O-18:1,C27H54O14P2
LPIP O-20:0,C29H60O14P2
LPIP O-20:1,C29H58O14P2
LPIP O-22:0,C31H64O14P2
LPIP O-22:1,C31H62O14P2
LPIP P-14:0,C23H46O14P2
LPIP P-16:1,C25H48O14P2
LPIP P-18:1,C27H52O14P2
LPIP P-20:1,C29H56O14P2
LPIP P-22:1,C31H60O14P2
1-Archaetidyl-1D-myo-inositol 3-phosphate,C49H100O14P2
PIP 22:4,C31H52O16P2
PIP 24:5,C33H54O16P2
PIP 24:6,C33H52O16P2
PIP 24:7,C33H50O16P2
PIP 26:1,C35H66O16P2
PIP 28:5,C37H62O16P2
PIP 28:6,C37H60O16P2
PIP 28:8,C37H56O16P2
PIP 30:6,C39H64O16P2
PIP 30:7,C39H62O16P2
PIP 30:8,C39H60O16P2
PIP 32:0,C41H80O16P2
PIP 32:1,C41H78O16P2
PIP 32:10,C41H60O16P2
PIP 32:2,C41H76O16P2
PIP 32:5,C41H70O16P2
PIP 32:6,C41H68O16P2
PIP 32:7,C41H66O16P2
PIP 32:8,C41H64O16P2
PIP 32:9,C41H62O16P2
PIP(3') 34:0,C43H84O16P2
PIP(3') 34:1,C43H82O16P2
PIP(3') 34:2,C43H80O16P2
PIP(3') 36:0,C45H88O16P2
PIP(3') 36:1,C45H86O16P2
PIP(3') 36:2,C45H84O16P2
PIP(3') 36:3,C45H82O16P2
PIP(3') 36:4,C45H80O16P2
PIP(3') 36:5,C45H78O16P2
PIP(3') 36:6,C45H76O16P2
PIP(3') 38:2,C47H88O16P2
PIP(3') 38:3,C47H86O16P2
PIP(3') 38:4,C47H84O16P2
PIP(3') 38:5,C47H82O16P2
PIP(3') 38:6,C47H80O16P2
PIP(3') 40:3,C49H90O16P2
PIP(3') 40:4,C49H88O16P2
PIP(3') 40:5,C49H86O16P2
PIP(3') 40:6,C49H84O16P2
PIP(3') 40:7,C49H82O16P2
PIP 34:10,C43H64O16P2
LPI 0:0/16:0,C25H49O12P
LPI 0:0/17:0,C26H51O12P
LPI 0:0/18:0,C27H53O12P
LPI 10:0,C19H37O12P
LPI 11:0,C20H39O12P
LPI 12:0,C21H41O12P
LPI 13:0,C22H43O12P
LPI 14:0,C23H45O12P
LPI 14:1,C23H43O12P
LPI 14:1(9Z)/0:0,C23H41O13P
LPI 15:0,C24H47O12P
LPI 15:1(9Z)/0:0,C24H43O13P
LPI 16:1(9Z)/0:0,C25H45O13P
"LPI 17:2(9Z,12Z)/0:0",C26H45O13P
"LPI 18:4(6Z,9Z,12Z,15Z)/0:0",C27H43O13P
LPI 19:0,C28H55O12P
LPI 20:0,C29H57O12P
"LPI 20:4(5Z,8Z,11Z,14Z)/0:0",C29H47O13P
"LPI 20:5(5Z,8Z,11Z,14Z,17Z)/0:0",C29H45O13P
LPI 21:0,C30H59O12P
LPI 22:0,C31H61O12P
LPI 23:0,C32H63O12P
LPI 24:0,C33H65O12P
LPI 25:0,C34H67O12P
LPI 26:0,C35H69O12P
LPI 27:0,C36H71O12P
LPI 28:0,C37H73O12P
LPI 29:0,C38H75O12P
LPI 30:0,C39H77O12P
LPI 31:0,C40H79O12P
LPI 32:0,C41H81O12P
LPI 33:0,C42H83O12P
LPI 34:0,C43H85O12P
LPI 35:0,C44H87O12P
LPI 36:0,C45H89O12P
LPI 37:0,C46H91O12P
LPI 38:0,C47H93O12P
LPI 39:0,C48H95O12P
LPI O-14:0,C23H47O11P
LPI O-14:1,C23H45O11P
LPI O-16:0,C25H51O11P
LPI O-16:1,C25H49O11P
LPI O-18:0,C27H55O11P
LPI O-20:0,C29H59O11P
LPI O-22:0,C31H63O11P
PI O-10:0/10:0,C26H57O12P
PI O-10:0/12:0,C28H61O12P
PI O-10:0/15:0,C31H67O12P
PI O-10:0/18:1,C34H71O12P
PI O-10:0/22:1,C38H79O12P
PI O-10:0/24:2,C40H81O12P
PI O-11:0/24:2,C41H83O12P
PI O-12:0_23:0,C41H87O12P
PI O-12:0/26:0,C44H93O12P
PI O-14:0/26:0,C49H97O12P
PI O-14:0/27:0,C50H99O12P
PI O-14:0/28:0,C51H101O12P
PI O-14:0/29:0,C52H103O12P
PI O-14:0/30:0,C53H105O12P
PI O-14:0/31:0,C54H107O12P
PI O-14:0/32:0,C55H109O12P
PI O-14:0/33:0,C56H111O12P
PI O-14:0/34:0,C57H113O12P
PI O-14:0/35:0,C58H115O12P
PI O-14:0/36:0,C59H117O12P
PI O-14:0/37:0,C60H119O12P
PI O-14:0/38:0,C61H121O12P
PI O-14:0/39:0,C62H123O12P
PI O-15:1/15:0,C36H75O12P
PI O-15:2/18:0,C39H79O12P
PI O-16:0/11:3;O3,C36H65O15P
PI O-16:0/12:2;O2,C37H69O14P
PI O-16:0/12:2;O3,C37H69O15P
PI O-16:0/12:3;O2,C37H67O14P
PI O-16:0/12:3;O3,C37H67O15P
PI O-16:0/13:3;O2,C38H69O14P
PI O-16:0/13:4;O2,C38H67O14P
PI O-16:0/18:1;O,C43H83O13P
PI O-16:0/18:1;O2,C43H83O14P
PI O-16:0/18:2;O,C43H81O13P
PI O-16:0/18:2;O2,C43H81O14P
PI O-16:0/18:3;O,C43H79O13P
PI O-16:0/20:1(11Z),C42H87O12P
"PI O-16:0/20:2(11Z,14Z)",C42H85O12P
PI O-16:0/20:2;O,C45H85O13P
PI O-16:0/20:3;O,C45H83O13P
PI O-16:0/20:3;O2,C45H83O14P
PI O-16:0/20:3;O3,C45H83O15P
PI O-16:0/20:3;O4,C45H83O16P
PI O-16:0/20:4;O,C45H81O13P
PI O-16:0/20:4;O2,C45H81O14P
PI O-16:0/20:4;O3,C45H81O15P
PI O-16:0/20:5;O,C45H79O13P
PI O-16:0/20:5;O2,C45H79O14P
PI O-16:0/20:5;O3,C45H79O15P
PI O-16:0/20:6;O2,C45H77O14P
PI O-16:0/22:4;O,C47H85O13P
PI O-16:0/22:5;O,C47H83O13P
PI O-16:0/22:5;O2,C47H83O14P
PI O-16:0/22:6;O,C47H81O13P
PI O-16:0/22:6;O2,C47H81O14P
PI O-16:0/22:7;O,C47H79O13P
PI O-16:0/38:0,C63H125O12P
PI O-16:0/39:0,C64H127O12P
PI O-16:0/4:1;O,C29H55O13P
PI O-16:0/4:1;O2,C29H55O14P
PI O-16:0/5:1;O,C30H57O13P
PI O-16:0/5:1;O2,C30H57O14P
PI O-16:0/7:2;O2,C32H59O14P
PI O-16:0/7:2;O3,C32H59O15P
PI O-16:0/7:3;O2,C32H57O14P
PI O-16:0/7:3;O3,C32H57O15P
PI O-16:0/8:1;O,C33H63O13P
PI O-16:0/8:1;O2,C33H63O14P
PI O-16:0/8:2;O2,C33H61O14P
PI O-16:0/8:2;O3,C33H61O15P
PI O-16:0/8:3;O2,C33H59O14P
PI O-16:0/8:3;O3,C33H59O15P
PI O-16:0/9:1;O,C34H65O13P
PI O-16:0/9:1;O2,C34H65O14P
PI O-16:0/9:4;O2,C34H59O14P
PI O-17:0,C23H51O12P
PI O-18:0/11:3;O3,C38H69O15P
PI O-18:0/12:2;O2,C39H73O14P
PI O-18:0/12:2;O3,C39H73O15P
PI O-18:0/12:3;O2,C39H71O14P
PI O-18:0/12:3;O3,C39H71O15P
PI O-18:0/18:1;O,C45H87O13P
PI O-18:0/18:1;O2,C45H87O14P
PI O-18:0/18:2;O2,C45H85O14P
PI O-18:0/20:2;O,C47H89O13P
PI O-18:0/20:3;O,C47H87O13P
PI O-18:0/20:3;O2,C47H87O14P
PI O-18:0/20:3;O3,C47H87O15P
PI O-18:0/20:3;O4,C47H87O16P
PI O-18:0/20:4;O2,C47H85O14P
PI O-18:0/20:4;O3,C47H85O15P
PI O-18:0/20:5;O3,C47H83O15P
PI O-18:0/22:4;O,C49H89O13P
PI O-18:0/22:5;O,C49H87O13P
PI O-18:0/22:5;O2,C49H87O14P
PI O-18:0/22:6;O,C49H85O13P
PI O-18:0/22:6;O2,C49H85O14P
PI O-18:0/22:7;O,C49H83O13P
PI O-18:0/38:0,C65H129O12P
PI O-18:0/39:0,C66H131O12P
PI O-18:0/4:1;O,C31H59O13P
PI O-18:0/4:1;O2,C31H59O14P
PI O-18:0/5:1;O,C32H61O13P
PI O-18:0/5:1;O2,C32H61O14P
PI O-18:0/7:2;O2,C34H63O14P
PI O-18:0/7:2;O3,C34H63O15P
PI O-18:0/7:3;O2,C34H61O14P
PI O-18:0/7:3;O3,C34H61O15P
PI O-18:0/8:1;O,C35H67O13P
PI O-18:0/8:1;O2,C35H67O14P
PI O-18:0/8:2;O2,C35H65O14P
PI O-18:0/8:2;O3,C35H65O15P
PI O-18:0/8:3;O2,C35H63O14P
PI O-18:0/8:3;O3,C35H63O15P
PI O-18:0/9:1;O,C36H69O13P
PI O-18:0/9:1;O2,C36H69O14P
PI O-18:0/9:4;O2,C36H63O14P
PI O-20:0/11:3;O3,C40H73O15P
PI O-20:0/12:2;O2,C41H77O14P
PI O-20:0/12:2;O3,C41H77O15P
PI O-20:0/12:3;O,C41H75O13P
PI O-20:0/12:3;O2,C41H75O14P
PI O-20:0/12:3;O3,C41H75O15P
PI O-20:0/14:1(9Z),C40H83O12P
"PI O-20:0/17:2(9Z,12Z)",C43H87O12P
PI O-20:0/18:1;O,C47H91O13P
PI O-20:0/18:1;O2,C47H91O14P
PI O-20:0/18:2;O2,C47H89O14P
PI O-20:0/19:1(9Z),C45H93O12P
PI O-20:0/20:2;O,C49H93O13P
PI O-20:0/20:3;O,C49H91O13P
PI O-20:0/20:3;O2,C49H91O14P
PI O-20:0/20:3;O3,C49H91O15P
PI O-20:0/20:3;O4,C49H91O16P
PI O-20:0/20:4;O2,C49H89O14P
PI O-20:0/20:4;O3,C49H89O15P
PI O-20:0/20:5;O3,C49H87O15P
PI O-20:0/22:4;O,C51H93O13P
PI O-20:0/22:5;O,C51H91O13P
PI O-20:0/22:5;O2,C51H91O14P
PI O-20:0/22:6;O,C51H89O13P
PI O-20:0/22:6;O2,C51H89O14P
PI O-20:0/22:7;O,C51H87O13P
PI O-20:0/38:0,C67H133O12P
PI O-20:0/39:0,C68H135O12P
PI O-20:0/7:2;O2,C36H67O14P
PI O-20:0/7:2;O3,C36H67O15P
PI O-20:0/7:3;O2,C36H65O14P
PI O-20:0/8:1;O,C37H71O13P
PI O-20:0/8:1;O2,C37H71O14P
PI O-20:0/9:1;O,C38H73O13P
PI O-20:0/9:1;O2,C38H73O14P
PI O-20:2;O2,C29H53O14P
PI O-20:3;O2,C29H51O14P
PI O-20:5/26:7,C52H85O12P
PI O-21:2;O2,C30H55O14P
PI O-21:3;O2,C30H53O14P
PI O-22:0/38:0,C69H137O12P
PI O-22:0/39:0,C70H139O12P
PI O-22:2;O2,C31H57O14P
PI O-22:3;O2,C31H55O14P
PI O-22:4;O2,C31H53O14P
PI O-22:5/26:7,C54H89O12P
PI O-22:6/26:7,C54H87O12P
PI O-23:0/26:2,C55H111O12P
PI O-23:1,C29H61O12P
PI O-23:4;O2,C32H55O14P
PI O-23:4;O3,C32H55O15P
PI O-23:5;O2,C32H53O14P
PI O-23:5;O3,C32H53O15P
PI O-24:0/26:2,C56H113O12P
PI O-24:4;O2,C33H57O14P
PI O-24:4;O3,C33H57O15P
PI O-24:5;O2,C33H55O14P
PI O-24:5;O3,C33H55O15P
PI O-25:0/23:2,C54H109O12P
PI O-25:0/26:0,C57H119O12P
PI O-25:4;O3,C34H59O15P
PI O-25:5;O2,C34H57O14P
PI O-25:5;O3,C34H57O15P
PI O-25:6;O2,C34H55O14P
PI O-25:6;O3,C34H55O15P
PI O-26:0/26:0,C58H121O12P
PI O-26:4;O2,C35H61O14P
PI O-26:4;O3,C35H61O15P
PI O-26:5/26:7,C58H97O12P
PI O-26:5;O2,C35H59O14P
PI O-26:5;O3,C35H59O15P
PI O-26:6;O2,C35H57O14P
PI O-26:6;O3,C35H57O15P
PI O-26:7/26:7,C58H93O12P
PI O-27:4;O3,C36H63O15P
PI O-27:5;O2,C36H61O14P
PI O-27:5;O3,C36H61O15P
PI O-27:6;O2,C36H59O14P
PI O-27:7;O2,C36H57O14P
PI O-28:2;O,C37H69O13P
PI O-28:4;O2,C37H65O14P
PI O-28:4;O3,C37H65O15P
PI O-28:5;O2,C37H63O14P
PI O-28:5;O3,C37H63O15P
PI O-29:2;O2,C38H71O14P
PI O-29:4;O3,C38H67O15P
PI O-29:5;O2,C38H65O14P
PI O-29:5;O3,C38H65O15P
PI O-29:6;O2,C38H63O14P
PI O-29:6;O3,C38H63O15P
PI O-30:4;O2,C39H69O14P
PI O-30:4;O3,C39H69O15P
PI O-30:5;O2,C39H67O14P
PI O-30:5;O3,C39H67O15P
PI O-30:6;O,C39H65O13P
PI O-30:6;O2,C39H65O14P
PI O-30:6;O3,C39H65O15P
PI O-31:4;O3,C40H71O15P
PI O-31:5;O2,C40H69O14P
PI O-31:5;O3,C40H69O15P
PI O-31:6;O2,C40H67O14P
PI O-31:7;O2,C40H65O14P
PI O-32:4;O,C41H73O13P
PI O-32:4;O2,C41H73O14P
PI O-32:4;O3,C41H73O15P
PI O-32:5;O,C41H71O13P
PI O-32:5;O2,C41H71O14P
PI O-32:5;O3,C41H71O15P
PI O-33:5;O2,C42H73O14P
PI O-33:6;O2,C42H71O14P
PI O-34:3;O2,C43H79O14P
PI O-34:4;O,C43H77O13P
PI O-34:4;O2,C43H77O14P
PI O-34:5;O,C43H75O13P
PI O-36:4;O4,C45H81O16P
PI O-36:5;O4,C45H79O16P
PI O-36:6;O,C45H77O13P
PI O-36:6;O3,C45H77O15P
PI O-36:7;O,C45H75O13P
PI O-36:7;O2,C45H75O14P
PI O-36:7;O3,C45H75O15P
PI O-36:8;O2,C45H73O14P
PI O-38:4;O4,C47H85O16P
PI O-38:5;O4,C47H83O16P
PI O-38:6;O3,C47H81O15P
PI O-38:6;O4,C47H81O16P
PI O-38:7;O2,C47H79O14P
PI O-38:7;O3,C47H79O15P
PI O-38:8;O,C47H77O13P
PI O-38:8;O2,C47H77O14P
PI O-38:8;O3,C47H77O15P
PI O-38:9;O,C47H75O13P
PI O-38:9;O2,C47H75O14P
PI O-40:10;O,C49H77O13P
PI O-40:4;O4,C49H89O16P
PI O-40:5;O4,C49H87O16P
PI O-40:6;O3,C49H85O15P
PI O-40:7;O2,C49H83O14P
PI O-40:7;O3,C49H83O15P
PI O-40:8;O,C49H81O13P
PI O-40:8;O2,C49H81O14P
PI O-40:9;O,C49H79O13P
PI O-40:9;O2,C49H79O14P
PI O-42:7;O2,C51H87O14P
PI O-42:8;O,C51H85O13P
PI O-42:8;O2,C51H85O14P
PI O-42:9;O,C51H83O13P
PI O-6:0/12:1,C24H51O12P
PI O-6:0/20:0,C32H69O12P
PI O-8:0_10:0,C24H53O12P
PI P-41:12,C47H73O12P
PI P-43:13,C49H75O12P
LPI 11:2;O,C20H35O13P
LPI 11:3;O3,C20H33O15P
LPI 12:2;O2,C21H37O14P
LPI 12:2;O3,C21H37O15P
LPI 12:3;O,C21H35O13P
LPI 12:3;O2,C21H35O14P
LPI 12:3;O3,C21H35O15P
LPI 13:3;O,C22H37O13P
LPI 13:3;O2,C22H37O14P
LPI 13:4;O2,C22H35O14P
LPI 18:1;O,C27H51O13P
LPI 18:1;O2,C27H51O14P
LPI 18:2;O2,C27H49O14P
LPI 2:0,C11H21O12P
LPI 20:3;O3,C29H51O15P
LPI 20:3;O4,C29H51O16P
LPI 20:4;O2,C29H49O14P
LPI 20:4;O3,C29H49O15P
LPI 20:5;O2,C29H47O14P
LPI 20:5;O3,C29H47O15P
LPI 20:6;O2,C29H45O14P
LPI 22:5;O2,C31H51O14P
LPI 22:6;O2,C31H49O14P
LPI 4:0,C13H25O12P
LPI 4:1;O,C13H23O13P
LPI 4:1;O2,C13H23O14P
LPI 5:1;O,C14H25O13P
LPI 5:1;O2,C14H25O14P
LPI 6:2;O,C15H25O13P
LPI 7:2;O2,C16H27O14P
LPI 7:2;O3,C16H27O15P
LPI 7:3;O,C16H25O13P
LPI 7:3;O2,C16H25O14P
LPI 7:3;O3,C16H25O15P
LPI 8:1;O,C17H31O13P
LPI 8:1;O2,C17H31O14P
LPI 8:2;O2,C17H29O14P
LPI 8:2;O3,C17H29O15P
LPI 8:3;O,C17H27O13P
LPI 8:3;O2,C17H27O14P
LPI 8:3;O3,C17H27O15P
LPI 9:1;O,C18H33O13P
LPI 9:1;O2,C18H33O14P
LPI 9:4;O2,C18H27O14P
PI 14:0/11:3;O3,C34H59O16P
PI 14:0/12:2;O3,C35H63O16P
PI 14:0/12:3;O3,C35H61O16P
PI 14:0/20:3;O2,C43H77O15P
PI 14:0/20:3;O3,C43H77O16P
PI 14:0/20:3;O4,C43H77O17P
PI 14:0/20:4;O,C43H75O14P
PI 14:0/20:4;O2,C43H75O15P
PI 14:0/20:4;O3,C43H75O16P
PI 14:0/20:5;O,C43H73O14P
PI 14:0/20:5;O2,C43H73O15P
PI 14:0/20:5;O3,C43H73O16P
PI 14:0/20:6;O2,C43H71O15P
PI 14:0/4:1;O2,C27H49O15P
PI 14:0/5:1;O,C28H51O14P
PI 14:0/5:1;O2,C28H51O15P
PI 14:0/7:2;O2,C30H53O15P
PI 14:0/7:2;O3,C30H53O16P
PI 14:0/7:3;O,C30H51O14P
PI 14:0/7:3;O2,C30H51O15P
PI 14:0/7:3;O3,C30H51O16P
PI 14:0/8:1;O2,C31H57O15P
PI 14:0/8:2;O2,C31H55O15P
PI 14:0/8:2;O3,C31H55O16P
PI 14:0/8:3;O2,C31H53O15P
PI 14:0/8:3;O3,C31H53O16P
PI 14:1/11:3;O3,C34H57O16P
PI 14:1/12:3;O3,C35H59O16P
PI 14:1/13:4;O2,C36H59O15P
PI 14:1/20:3;O4,C43H75O17P
PI 14:1/20:5;O,C43H71O14P
PI 14:1/20:5;O3,C43H71O16P
PI 14:1/20:6;O2,C43H69O15P
PI 14:1/22:6;O2,C45H73O15P
PI 14:1/22:7;O,C45H71O14P
PI 14:1/4:1;O,C27H47O14P
PI 14:1/4:1;O2,C27H47O15P
PI 14:1/5:1;O,C28H49O14P
PI 14:1/5:1;O2,C28H49O15P
PI 14:1/7:3;O,C30H49O14P
PI 14:1/7:3;O2,C30H49O15P
PI 14:1/7:3;O3,C30H49O16P
PI 14:1/8:3;O2,C31H51O15P
PI 14:1/8:3;O3,C31H51O16P
PI 14:1/9:4;O2,C32H51O15P
PI 16:0/11:3;O3,C36H63O16P
PI 16:0/12:2;O3,C37H67O16P
PI 16:0/12:3;O3,C37H65O16P
PI 16:0/18:1;O2,C43H81O15P
PI 16:0/18:2;O2,C43H79O15P
PI 16:0/20:3;O4,C45H81O17P
PI 16:0/20:5;O3,C45H77O16P
PI 16:0/4:1;O2,C29H53O15P
PI 16:0/5:1;O2,C30H55O15P
PI 16:0/7:2;O3,C32H57O16P
PI 16:0/7:3;O3,C32H55O16P
PI 16:0/8:2;O3,C33H59O16P
PI 16:0/8:3;O3,C33H57O16P
PI 16:1/11:3;O3,C36H61O16P
PI 16:1/12:3;O3,C37H63O16P
PI 16:1/20:3;O4,C45H79O17P
PI 16:1/20:5;O3,C45H75O16P
PI 16:1/7:3;O3,C32H53O16P
PI 16:1/8:3;O3,C33H55O16P
PI 18:0/11:3;O3,C38H67O16P
PI 18:0/12:2;O3,C39H71O16P
PI 18:0/12:3;O3,C39H69O16P
PI 18:0/18:1;O2,C45H85O15P
PI 18:0/20:3;O4,C47H85O17P
PI 18:0/7:2;O3,C34H61O16P
PI 18:1/11:3;O3,C38H65O16P
PI 18:1/12:3;O3,C39H67O16P
PI 18:1/13:4;O2,C40H67O15P
PI 18:1/20:3;O4,C47H83O17P
PI 18:1/20:5;O3,C47H79O16P
PI 18:1/22:6;O2,C49H81O15P
PI 18:2/11:3;O3,C38H63O16P
PI 18:2/12:3;O3,C39H65O16P
PI 18:2/13:4;O2,C40H65O15P
PI 18:2/20:3;O4,C47H81O17P
